Date,Channel,SKU,Vendor,Wheel,Size,Bolt Pattern,Finish,Price,ID,Monthly Total,Monthly Sets,,
10/2/2022,eBay,V-RacingTE37XTMSpec-178.5-10-61397-MB,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Mag Blue,"$2,425.00",Volk Racing TE37XT M-Spec17x8.5 -106x139.7Mag Blue,,,,
10/1/2022,eBay,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Ceramic Pearl,"$1,749.00",Gram Lights 57DR18x9.5 +385x114.3Ceramic Pearl,,,,
10/1/2022,eBay,V-RacingCE28N-178+33-51143-BR,Volk,Volk Racing CE28N,17x8 +33,5x114.3,Bronze,"$2,900.00",Volk Racing CE28N17x8 +335x114.3Bronze,,,,
9/30/2022,Shopify,V-RacingTE37SL-179+22-51143-PG,Volk,Volk Racing TE37SL,17x9 +22,5x114.3,Pressed Graphite,"$2,467.20",Volk Racing TE37SL17x9 +225x114.3Pressed Graphite,,,,
9/30/2022,Shopify,"V-RacingTE37SL-199.5+21,1910.5+22-5120-MB",Volk,Volk Racing TE37SL,"19x9.5 +21, 19x10.5 +22",5x120,Matte Black,"$3,160.00","Volk Racing TE37SL19x9.5 +21, 19x10.5 +225x120Matte Black",,,,
9/30/2022,eBay,GL-57CR-179+22-51143-GB2,Gram Lights,Gram Lights 57CR,17x9 +22,5x114.3,Gun Blue 2,$951.00,Gram Lights 57CR17x9 +225x114.3Gun Blue 2,,,,
9/30/2022,eBay,"V-RacingTE37SagaSPlus-189.5+20,1810.5+30-5120-DW",Volk,Volk Racing TE37 Saga S-Plus,"18x9.5 +20, 18x10.5 +30",5x120,Dash White,"$3,200.00","Volk Racing TE37 Saga S-Plus18x9.5 +20, 18x10.5 +305x120Dash White",,,,
9/30/2022,eBay,V-RacingTE37SL-179+22-51143-PG,Volk,Volk Racing TE37SL,17x9 +22,5x114.3,Pressed Graphite,"$2,798.67",Volk Racing TE37SL17x9 +225x114.3Pressed Graphite,,,,
9/30/2022,eBay,"V-RacingTE37SL-199.5+22,1910.5+35-5112-MB",Volk,Volk Racing TE37SL,"19x9.5 +22, 19x10.5 +35",5x112,Mag Blue,"$3,350.00","Volk Racing TE37SL19x9.5 +22, 19x10.5 +355x112Mag Blue",,,,
9/29/2022,eBay,GL-57XR-189.5+38-5100-MG,Gram Lights,Gram Lights 57XR,18x9.5 +38,5x100,Matte Graphite,"$2,193.28",Gram Lights 57XR18x9.5 +385x100Matte Graphite,,,,
9/29/2022,eBay,V-RacingTE37XTMSpec-178.5-10-61397-DB,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Diamond Black,"$2,850.00",Volk Racing TE37XT M-Spec17x8.5 -106x139.7Diamond Black,,,,
9/28/2022,eBay,GL-57DR-179+38-51143-EBP,Gram Lights,Gram Lights 57DR,17x9 +38,5x114.3,Eternal Blue Pearl,"$1,500.00",Gram Lights 57DR17x9 +385x114.3Eternal Blue Pearl,,,,
9/28/2022,eBay,TD-M8-178.5+0-61397-BR,Team Daytona,Team Daytona M8,17x8.5 +0,6x139.7,DarkBronze,"$1,625.00",Team Daytona M817x8.5 +06x139.7DarkBronze,,,,
9/28/2022,eBay,V-RacingNE24-189.5+38-51143-SBM,Volk,Volk Racing NE24,18x9.5 +38,5x114.3,Shining Black Metal,"$3,195.00",Volk Racing NE2418x9.5 +385x114.3Shining Black Metal,,,,
9/28/2022,eBay,V-RacingTE37Sonic-168+35-4100-BR,Volk,Volk Racing TE37 Sonic,16x8 +35,4x100,Bronze,"$2,100.00",Volk Racing TE37 Sonic16x8 +354x100Bronze,,,,
9/27/2022,Shopify,V-RacingTE37SL-189.5+22-5120-PG,Volk,Volk Racing TE37SL,18x9.5 +22,5x120,Pressed Graphite,"$3,299.00",Volk Racing TE37SL18x9.5 +225x120Pressed Graphite,,,,
9/27/2022,Shopify,"V-RacingTE37SagaSPlus-189.5+20,1810.5+30-5112-BR",Volk,Volk Racing TE37 Saga S-Plus,"18x9.5 +20, 18x10.5 +30",5x112,Bronze,"$2,650.00","Volk Racing TE37 Saga S-Plus18x9.5 +20, 18x10.5 +305x112Bronze",,,,
9/27/2022,Shopify,V-RacingTE37SL-179+22-51143-BR,Volk,Volk Racing TE37SL,17x9 +22,5x114.3,BlastBronze,"$2,800.00",Volk Racing TE37SL17x9 +225x114.3BlastBronze,,,,
9/27/2022,eBay,V-RacingTE37SagaSL-189.5+35-51143-PG,Volk,Volk Racing TE37 Saga SL,18x9.5 +35,5x114.3,Pressed Graphite,"$3,399.00",Volk Racing TE37 Saga SL18x9.5 +355x114.3Pressed Graphite,,,,
9/27/2022,eBay,V-RacingTE37XTMSpec-178.5-10-61397-MB,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Mag Blue,"$2,375.00",Volk Racing TE37XT M-Spec17x8.5 -106x139.7Mag Blue,,,,
9/26/2022,Shopify,V-RacingCE28SL-189.5+35-5120-PG,Volk,Volk Racing CE28SL,18x9.5 +35,5x120,Pressed Graphite,"$2,974.15",Volk Racing CE28SL18x9.5 +355x120Pressed Graphite,,,,
9/26/2022,Shopify,A-GT-189.5+22-51143-CP,Advan,Advan GT,18x9.5 +22,5x114.3,Chrome Plating,"$3,200.00",Advan GT18x9.5 +225x114.3Chrome Plating,,,,
9/26/2022,Shopify,V-RacingTE37SL-179+22-51143-BR,Volk,Volk Racing TE37SL,17x9 +22,5x114.3,BlastBronze,"$2,547.50",Volk Racing TE37SL17x9 +225x114.3BlastBronze,,,,
9/26/2022,eBay,E-NT03M-1810+25-5120-SLV,Enkei,Enkei NT03+M,18x10 +25,5x120,Silver,"$1,399.00",Enkei NT03+M18x10 +255x120Silver,,,,
9/26/2022,eBay,"V-RacingTE37SagaSPlus-189.5+20,1810.5+30-5112-BR",Volk,Volk Racing TE37 Saga S-Plus,"18x9.5 +20, 18x10.5 +30",5x112,Bronze,"$2,650.00","Volk Racing TE37 Saga S-Plus18x9.5 +20, 18x10.5 +305x112Bronze",,,,
9/26/2022,eBay,V-RacingTE37SagaSL-189.5+35-51143-PG,Volk,Volk Racing TE37 Saga SL,18x9.5 +35,5x114.3,Pressed Graphite,"$2,800.00",Volk Racing TE37 Saga SL18x9.5 +355x114.3Pressed Graphite,,,,
9/26/2022,eBay,"V-RacingTE37SagaSL-189.5+20,1810.5+30-5120-PG",Volk,Volk Racing TE37 Saga SL,"18x9.5 +20, 18x10.5 +30",5x120,Pressed Graphite,"$2,650.00","Volk Racing TE37 Saga SL18x9.5 +20, 18x10.5 +305x120Pressed Graphite",,,,
9/26/2022,eBay,"V-RacingTE37SagaSL-189.5+20,1810.5+30-5120-PG",Volk,Volk Racing TE37 Saga SL,"18x9.5 +20, 18x10.5 +30",5x120,Pressed Graphite,"$2,600.00","Volk Racing TE37 Saga SL18x9.5 +20, 18x10.5 +305x120Pressed Graphite",,,,
9/26/2022,eBay,V-RacingTE37SL-1810.5+22-51143-PG,Volk,Volk Racing TE37SL,18x10.5 +22,5x114.3,Pressed Graphite,"$3,100.00",Volk Racing TE37SL18x10.5 +225x114.3Pressed Graphite,,,,
9/25/2022,Shopify,V-RacingTE37SLBlackEditionIII-189.5+37-5120-PDB,Volk,Volk Racing TE37SLBlack Edition III,18x9.5 +37,5x120,Pressed Double Black,"$2,300.00",Volk Racing TE37SLBlack Edition III18x9.5 +375x120Pressed Double Black,,,,
9/25/2022,eBay,GL-57DR-189.5+22-51143-EBP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Eternal Blue Pearl,"$1,650.00",Gram Lights 57DR18x9.5 +225x114.3Eternal Blue Pearl,,,,
9/25/2022,eBay,M-MC10L-158+32-4100-W,Mugen,Mugen MC10L,15x8 +32,4x100,White,"$1,200.00",Mugen MC10L15x8 +324x100White,,,,
9/24/2022,Shopify,V-RacingTE37SL-189.5+40-5100-PDB,Volk,Volk Racing TE37SL,18x9.5 +40,5x100,Pressed Double Black,"$3,299.00",Volk Racing TE37SL18x9.5 +405x100Pressed Double Black,,,,
9/24/2022,eBay,A-RG4-189.5+38-5120-RHB&R,Advan,Advan RG-4,18x9.5 +38,5x120,Racing Hyper Black & Ring,"$1,785.00",Advan RG-418x9.5 +385x120Racing Hyper Black & Ring,,,,
9/24/2022,eBay,A-RG4-189.5+38-5120-RHB&R,Advan,Advan RG-4,18x9.5 +38,5x120,Racing Hyper Black & Ring,"$1,503.00",Advan RG-418x9.5 +385x120Racing Hyper Black & Ring,,,,
9/24/2022,eBay,M-MC10-179+38-51143-W,Mugen,Mugen MC10,17x9 +38,5x114.3,White,"$1,280.00",Mugen MC1017x9 +385x114.3White,,,,
9/24/2022,eBay,V-RacingTE37SLBlackEditionIII-189.5+37-5120-PDB,Volk,Volk Racing TE37SLBlack Edition III,18x9.5 +37,5x120,Pressed Double Black,"$2,425.00",Volk Racing TE37SLBlack Edition III18x9.5 +375x120Pressed Double Black,,,,
9/24/2022,eBay,V-RacingTE37SLBlackEditionIII-189.5+37-5120-PDB,Volk,Volk Racing TE37SLBlack Edition III,18x9.5 +37,5x120,Pressed Double Black,"$2,460.00",Volk Racing TE37SLBlack Edition III18x9.5 +375x120Pressed Double Black,,,,
9/22/2022,Shopify,V-RacingTE37SL-1811+34-5120-PG,Volk,Volk Racing TE37SL,18x11 +34,5x120,Pressed Graphite,"$3,100.00",Volk Racing TE37SL18x11 +345x120Pressed Graphite,,,,
9/22/2022,Shopify,"V-RacingTE37UltraTrackEditionII-198.5+40,1910+36-5130-BB",Volk,Volk Racing TE37 Ultra Track Edition II,"19x8.5 +40, 19x10 +36",5x130,Blast Black,"$3,600.00","Volk Racing TE37 Ultra Track Edition II19x8.5 +40, 19x10 +365x130Blast Black",,,,
9/22/2022,eBay,GL-57DR-188.5+37-51143-EBP,Gram Lights,Gram Lights 57DR,18x8.5 +37,5x114.3,Eternal Blue Pearl,"$1,695.00",Gram Lights 57DR18x8.5 +375x114.3Eternal Blue Pearl,,,,
9/20/2022,eBay,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,180.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
9/20/2022,eBay,"V-RacingTE37SagaSL-189.5+20,1810.5+30-5112-PG",Volk,Volk Racing TE37 Saga SL,"18x9.5 +20, 18x10.5 +30",5x112,Pressed Graphite,"$2,620.00","Volk Racing TE37 Saga SL18x9.5 +20, 18x10.5 +305x112Pressed Graphite",,,,
9/20/2022,eBay,"V-RacingTE37SagaSL-189.5+20,1810.5+30-5112-PG",Volk,Volk Racing TE37 Saga SL,"18x9.5 +20, 18x10.5 +30",5x112,Pressed Graphite,"$2,570.00","Volk Racing TE37 Saga SL18x9.5 +20, 18x10.5 +305x112Pressed Graphite",,,,
9/19/2022,Shopify,D-RegamasterEVOII-179+45-51143-GW,Desmond,Desmond Regamaster EVO II,17x9 +45,5x114.3,Gloss White,"$2,899.00",Desmond Regamaster EVO II17x9 +455x114.3Gloss White,,,,
9/19/2022,eBay,GL-57CR-188.5+37-51143-GB,Gram Lights,Gram Lights 57CR,18x8.5 +37,5x114.3,Glossy Black,"$1,600.00",Gram Lights 57CR18x8.5 +375x114.3Glossy Black,,,,
9/19/2022,eBay,GL-57DR-189.5+38-51143-EBP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Eternal Blue Pearl,"$1,650.00",Gram Lights 57DR18x9.5 +385x114.3Eternal Blue Pearl,,,,
9/19/2022,eBay,GL-57DR-1810.5+22-51143-EBP,Gram Lights,Gram Lights 57DR,18x10.5 +22,5x114.3,Eternal Blue Pearl,"$1,750.00",Gram Lights 57DR18x10.5 +225x114.3Eternal Blue Pearl,,,,
9/19/2022,eBay,V-RacingTE37SLBlackEditionIII-189.5+37-5120-PDB,Volk,Volk Racing TE37SLBlack Edition III,18x9.5 +37,5x120,Pressed Double Black,"$2,602.00",Volk Racing TE37SLBlack Edition III18x9.5 +375x120Pressed Double Black,,,,
9/18/2022,Shopify,"V-RacingTE37SL-199.5+21,1910.5+22-5120-MB",Volk,Volk Racing TE37SL,"19x9.5 +21, 19x10.5 +22",5x120,Matte Black,"$3,145.00","Volk Racing TE37SL19x9.5 +21, 19x10.5 +225x120Matte Black",,,,
9/18/2022,eBay,GL-57DR-179+22-51143-GB2,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Gun Blue 2,"$1,350.00",Gram Lights 57DR17x9 +225x114.3Gun Blue 2,,,,
9/18/2022,eBay,TD-M8-178.5+0-61397-BR,Team Daytona,Team Daytona M8,17x8.5 +0,6x139.7,DarkBronze,"$1,599.00",Team Daytona M817x8.5 +06x139.7DarkBronze,,,,
9/17/2022,Shopify,V-RacingTE37XTMSpec-178.5-10-61397-BR,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Bronze,"$2,600.00",Volk Racing TE37XT M-Spec17x8.5 -106x139.7Bronze,,,,
9/17/2022,eBay,E-RPF1-179+35-51143-SS,Enkei,Enkei RPF1,17x9 +35,5x114.3,F1 Silver,"$1,149.00",Enkei RPF117x9 +355x114.3F1 Silver,,,,
9/17/2022,eBay,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,699.00",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
9/17/2022,eBay,V-RacingTE37SagaSPlus-189.5+22-51143-DDG,Volk,Volk Racing TE37 Saga S-Plus,18x9.5 +22,5x114.3,Diamond Dark Gunmetal,"$3,499.00",Volk Racing TE37 Saga S-Plus18x9.5 +225x114.3Diamond Dark Gunmetal,,,,
9/17/2022,eBay,"V-RacingTE37SL-199.5+21,1910.5+22-5120-PDB",Volk,Volk Racing TE37SL,"19x9.5 +21, 19x10.5 +22",5x120,Pressed Double Black,"$3,350.00","Volk Racing TE37SL19x9.5 +21, 19x10.5 +225x120Pressed Double Black",,,,
9/17/2022,eBay,V-RacingTE37SLBlackEditionIII-189.5+37-5120-PDB,Volk,Volk Racing TE37SLBlack Edition III,18x9.5 +37,5x120,Pressed Double Black,"$2,750.00",Volk Racing TE37SLBlack Edition III18x9.5 +375x120Pressed Double Black,,,,
9/17/2022,eBay,V-RacingTE37XTMSpec-178.5-10-61397-DB,Volk,Volk Racing TE37XT M-Spec,17x8.5 -10,6x139.7,Diamond Black,"$2,700.00",Volk Racing TE37XT M-Spec17x8.5 -106x139.7Diamond Black,,,,
9/16/2022,Shopify,GL-57DR-179+22-51143-CP,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Chrome Plating,"$2,090.00",Gram Lights 57DR17x9 +225x114.3Chrome Plating,,,,
9/16/2022,eBay,M-MC10L-158+32-4100-W,Mugen,Mugen MC10L,15x8 +32,4x100,White,"$1,245.00",Mugen MC10L15x8 +324x100White,,,,
9/15/2022,Shopify,"V-RacingTE0376061-199.5+25,1910.5+34-5120-MGB",Volk,Volk Racing TE037 6061,"19x9.5 +25, 19x10.5 +34",5x120,Matte Gun Black,"$2,917.00","Volk Racing TE037 606119x9.5 +25, 19x10.5 +345x120Matte Gun Black",,,,
9/14/2022,eBay,GL-57DR-179+22-51143-GB2,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Gun Blue 2,"$1,349.00",Gram Lights 57DR17x9 +225x114.3Gun Blue 2,,,,
9/13/2022,Shopify,D-RegamasterEVOII-189.5+30-51143-GW,Desmond,Desmond Regamaster EVO II,18x9.5 +30,5x114.3,Gloss White,"$3,099.00",Desmond Regamaster EVO II18x9.5 +305x114.3Gloss White,,,,
9/13/2022,Shopify,V-RacingCE28SL-179+45-51143-MB,Volk,Volk Racing CE28SL,17x9 +45,5x114.3,Mag Blue,"$3,268.00",Volk Racing CE28SL17x9 +455x114.3Mag Blue,,,,
9/13/2022,Shopify,GL-57DR-189.5+38-51143-HG,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,HS Gunmetallic,"$1,699.00",Gram Lights 57DR18x9.5 +385x114.3HS Gunmetallic,,,,
9/13/2022,Shopify,GL-57DR-179+38-51143-EBP,Gram Lights,Gram Lights 57DR,17x9 +38,5x114.3,Eternal Blue Pearl,"$1,335.00",Gram Lights 57DR17x9 +385x114.3Eternal Blue Pearl,,,,
9/13/2022,eBay,E-RPF1-179+35-51143-SS,Enkei,Enkei RPF1,17x9 +35,5x114.3,F1 Silver,"$1,149.00",Enkei RPF117x9 +355x114.3F1 Silver,,,,
9/13/2022,eBay,M-MC10-178.5+35-51143-W,Mugen,Mugen MC10,17x8.5 +35,5x114.3,White,"$1,550.00",Mugen MC1017x8.5 +355x114.3White,,,,
9/12/2022,Shopify,"V-RacingTE37SL-189.5+22,1810.5+20-5120-PG",Volk,Volk Racing TE37SL,"18x9.5 +22, 18x10.5 +20",5x120,Pressed Graphite,"$2,850.00","Volk Racing TE37SL18x9.5 +22, 18x10.5 +205x120Pressed Graphite",,,,
9/12/2022,Shopify,M-MC10-179+35-51143-W,Mugen,Mugen MC10,17x9 +35,5x114.3,White,"$1,335.00",Mugen MC1017x9 +355x114.3White,,,,
9/12/2022,Shopify,M-MC10-178.5+35-51143-W,Mugen,Mugen MC10,17x8.5 +35,5x114.3,White,"$1,275.00",Mugen MC1017x8.5 +355x114.3White,,,,
9/12/2022,eBay,M-MC10-179+35-51143-W,Mugen,Mugen MC10,17x9 +35,5x114.3,White,"$1,550.00",Mugen MC1017x9 +355x114.3White,,,,
9/12/2022,eBay,V-RacingTE37SL-189.5+22-51143-SS,Volk,Volk Racing TE37SL,18x9.5 +22,5x114.3,F1 Silver,"$3,003.74",Volk Racing TE37SL18x9.5 +225x114.3F1 Silver,,,,
9/12/2022,eBay,"V-RacingTE37SL-189.5+22,1810.5+20-5120-G",Volk,Volk Racing TE37SL,"18x9.5 +22, 18x10.5 +20",5x120,Gold,"$3,000.00","Volk Racing TE37SL18x9.5 +22, 18x10.5 +205x120Gold",,,,
9/10/2022,Shopify,M-MC10L-158+32-4100-W,Mugen,Mugen MC10L,15x8 +32,4x100,White,"$1,180.00",Mugen MC10L15x8 +324x100White,,,,
9/10/2022,Shopify,GL-57DR-189.5+38-5100-LP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x100,Luminous Pink,"$1,695.00",Gram Lights 57DR18x9.5 +385x100Luminous Pink,,,,
9/10/2022,Shopify,GL-57CR-179+22-51143-CP,Gram Lights,Gram Lights 57CR,17x9 +22,5x114.3,Ceramic Pearl,"$1,614.15",Gram Lights 57CR17x9 +225x114.3Ceramic Pearl,,,,
9/10/2022,Shopify,GL-57DR-189.5+38-51143-CP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Chrome Plating,"$2,290.00",Gram Lights 57DR18x9.5 +385x114.3Chrome Plating,,,,
9/9/2022,Shopify,"V-RacingTE37UltraMSpec-1910+30,1911+37-5120-BR",Volk,Volk Racing TE37 Ultra M-Spec,"19x10 +30, 19x11 +37",5x120,BlastBronze,"$4,250.00","Volk Racing TE37 Ultra M-Spec19x10 +30, 19x11 +375x120BlastBronze",,,,
9/9/2022,Shopify,V-RacingZE40-1811+15-51143-DDG,Volk,Volk Racing ZE40,18x11 +15,5x114.3,Diamond Dark Gunmetal,"$1,975.00",Volk Racing ZE4018x11 +155x114.3Diamond Dark Gunmetal,,,,
9/9/2022,eBay,GL-57DR-189.5+38-51143-BR2,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Bronze 2,"$1,595.00",Gram Lights 57DR18x9.5 +385x114.3Bronze 2,,,,
9/9/2022,eBay,GL-57DR-1810.5+22-51143-EBP,Gram Lights,Gram Lights 57DR,18x10.5 +22,5x114.3,Eternal Blue Pearl,"$1,800.00",Gram Lights 57DR18x10.5 +225x114.3Eternal Blue Pearl,,,,
9/8/2022,Shopify,V-RacingTE37SL-189.5+40-5100-PDB,Volk,Volk Racing TE37SL,18x9.5 +40,5x100,Pressed Double Black,"$2,350.00",Volk Racing TE37SL18x9.5 +405x100Pressed Double Black,,,,
9/8/2022,eBay,E-TS10-189.5+35-51143-GB,Enkei,Enkei TS10,18x9.5 +35,5x114.3,Gloss Black,$284.45,Enkei TS1018x9.5 +355x114.3Gloss Black,,,,
9/8/2022,eBay,V-RacingTE37SL-179+22-51143-PDB,Volk,Volk Racing TE37SL,17x9 +22,5x114.3,Pressed Double Black,"$3,050.00",Volk Racing TE37SL17x9 +225x114.3Pressed Double Black,,,,
9/7/2022,eBay,GL-57CR-179+22-51143-EBP,Gram Lights,Gram Lights 57CR,17x9 +22,5x114.3,Eternal Blue Pearl,$850.00,Gram Lights 57CR17x9 +225x114.3Eternal Blue Pearl,,,,
9/7/2022,eBay,GL-57DR-179+22-51143-BR2,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Bronze 2,"$1,499.00",Gram Lights 57DR17x9 +225x114.3Bronze 2,,,,
9/6/2022,Shopify,GL-57CR-189.5+38-5100-GB,Gram Lights,Gram Lights 57CR,18x9.5 +38,5x100,Glossy Black,"$1,650.00",Gram Lights 57CR18x9.5 +385x100Glossy Black,,,,
9/6/2022,eBay,V-RacingTE37SagaSL-189.5+35-51143-PG,Volk,Volk Racing TE37 Saga SL,18x9.5 +35,5x114.3,Pressed Graphite,"$2,895.00",Volk Racing TE37 Saga SL18x9.5 +355x114.3Pressed Graphite,,,,
9/5/2022,eBay,GL-57DR-189.5+22-51143-EBP,Gram Lights,Gram Lights 57DR,18x9.5 +22,5x114.3,Eternal Blue Pearl,"$1,680.00",Gram Lights 57DR18x9.5 +225x114.3Eternal Blue Pearl,,,,
9/5/2022,eBay,V-RacingTE37SL-1810+40-51143-PDB,Volk,Volk Racing TE37SL,18x10 +40,5x114.3,Pressed Double Black,"$2,800.00",Volk Racing TE37SL18x10 +405x114.3Pressed Double Black,,,,
9/4/2022,eBay,V-RacingTE37SL-189.5+22-5120-DB,Volk,Volk Racing TE37SL,18x9.5 +22,5x120,Diamond Black,"$3,000.00",Volk Racing TE37SL18x9.5 +225x120Diamond Black,,,,
9/3/2022,Shopify,M-MC10-179+38-51143-W,Mugen,Mugen MC10,17x9 +38,5x114.3,White,"$1,599.00",Mugen MC1017x9 +385x114.3White,,,,
9/3/2022,eBay,GL-57DR-189.5+38-51143-LP,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,Luminous Pink,"$1,700.00",Gram Lights 57DR18x9.5 +385x114.3Luminous Pink,,,,
9/3/2022,eBay,GL-57DR-179+22-51143-BR2,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Bronze 2,"$1,400.00",Gram Lights 57DR17x9 +225x114.3Bronze 2,,,,
9/3/2022,eBay,R-TeamDaytonaM8-178.5+0-61397-BR,Rays,Rays Team Daytona M8,17x8.5 +0,6x139.7,DarkBronze,"$1,700.00",Rays Team Daytona M817x8.5 +06x139.7DarkBronze,,,,
9/3/2022,eBay,"V-RacingTE37UltraMSpec-199.5+35,1910.5+31-51143-BR",Volk,Volk Racing TE37 Ultra M-Spec,"19x9.5 +35, 19x10.5 +31",5x114.3,BlastBronze,"$3,550.00","Volk Racing TE37 Ultra M-Spec19x9.5 +35, 19x10.5 +315x114.3BlastBronze",,,,
9/2/2022,Shopify,GL-57DR-189.5+38-51143-HG,Gram Lights,Gram Lights 57DR,18x9.5 +38,5x114.3,HS Gunmetallic,"$1,550.00",Gram Lights 57DR18x9.5 +385x114.3HS Gunmetallic,,,,
9/2/2022,eBay,R-TeamDaytonaM8-178.5+0-61397-BR,Rays,Rays Team Daytona M8,17x8.5 +0,6x139.7,DarkBronze,"$1,550.00",Rays Team Daytona M817x8.5 +06x139.7DarkBronze,,,,
9/2/2022,eBay,V-RacingTE37Sonic-168+35-4100-BR,Volk,Volk Racing TE37 Sonic,16x8 +35,4x100,Bronze,"$2,150.00",Volk Racing TE37 Sonic16x8 +354x100Bronze,,,,
9/1/2022,Shopify,"V-RacingTE37UltraMSpec-199.5+35,1910.5+31-51143-BR",Volk,Volk Racing TE37 Ultra M-Spec,"19x9.5 +35, 19x10.5 +31",5x114.3,BlastBronze,"$4,299.00","Volk Racing TE37 Ultra M-Spec19x9.5 +35, 19x10.5 +315x114.3BlastBronze",,,,
9/1/2022,eBay,V-RacingTE37Sonic-168+35-4100-DW,Volk,Volk Racing TE37 Sonic,16x8 +35,4x100,Dash White,"$2,300.00",Volk Racing TE37 Sonic16x8 +354x100Dash White,,,,
8/31/2022,Shopify,M-MC10L-158+32-4100-W,Mugen,Mugen MC10L,15x8 +32,4x100,White,$975.00,Mugen MC10L15x8 +324x100White,,,,
8/31/2022,Shopify,GL-57DR-179+22-51143-GB2,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Gun Blue 2,"$1,250.00",Gram Lights 57DR17x9 +225x114.3Gun Blue 2,,,,
8/31/2022,Shopify,GL-57DR-179+22-51143-GB2,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Gun Blue 2,"$1,250.00",Gram Lights 57DR17x9 +225x114.3Gun Blue 2,,,,
8/31/2022,Shopify,GL-57DR-179+22-51143-GB2,Gram Lights,Gram Lights 57DR,17x9 +22,5x114.3,Gun Blue 2,"$1,250.00",Gram Lights 57DR17x9 +225x114.3Gun Blue 2,,,,
8/31/2022,Shopify,"V-RacingTE37SL-199.5+22,1910.5+35-5112-MB",Volk,Volk Racing TE37SL,"19x9.5 +22, 19x10.5 +35",5x112,Mag Blue,"$3,100.00","Volk Racing TE37SL19x9.5 +22, 19x10.5 +355x112Mag Blue",,,,
8/31/2022,Shopify,V-RacingTE37XTMSpec-168-20-61397-MB,Volk,Volk Racing TE37XT M-Spec,16x8 -20,6x139.7,Mag Blue,"$2,400.00",Volk Racing TE37XT M-Spec16x8 -206x139.7Mag Blue,,,,
8/31/2022,Shopify,V-RacingTE37XTMSpec-168-20-61397-BR,Volk,Volk Racing TE37XT M-Spec,16x8 -20,6x139.7,Bronze,"$2,400.00",Volk Racing TE37XT M-Spec16x8 -206x139.7Bronze,,,,
8/31/2022,Shopify,V-RacingTE37XTMSpec-168+0-61397-BR,Volk,Volk Racing TE37XT M-Spec,16x8 +0,6x139.7,Bronze,"$2,400.00",Volk Racing TE37XT M-Spec16x8 +06x139.7Bronze,,,,
8/31/2022,eBay,M-MC10-178.5+35-51143-W,Mugen,Mugen MC10,17x8.5 +35,5x114.3,White,"$1,550.00",Mugen MC1017x8.5 +355x114.3White,,,,
8/31/2022,eBay,"V-RacingTE37UltraMSpec-199.5+35,1910.5+31-51143-BR",Volk,Volk Racing TE37 Ultra M-Spec,"19x9.5 +35, 19x10.5 +31",5x114.3,BlastBronze,"$4,449.00","Volk Racing TE37 Ultra M-Spec19x9.5 +35, 19x10.5 +315x114.3BlastBronze",,,,
8/30/2022,Shopify,M-MC10-179+35-51143-W,Mugen,Mugen MC10,17x9 +35,5x114.3,White,"$1,599.00",Mugen MC1017x9 +355x114.3White,,,,
8/30/2022,Shopify,V-RacingTE37SagaSL-189.5+45-5120-PG,Volk,Volk Racing TE37 Saga SL,18x9.5 +45,5x120,Pressed Graphite,"$2,845.00",Volk Racing TE37 Saga SL18x9.5 +455x120Pressed Graphite,,,,
8/30/2022,eBay,E-RPF1-189.5+38-51143-SS,Enkei,Enkei RPF1,18x9.5 +38,5x114.3,F1 Silver,$385.84,Enkei RPF118x9.5 +385x114.3F1 Silver,,,,
8/30/2022,eBay,"V-RacingTE37SagaSPlus-189.5+20,1810.5+30-5120-DDG",Volk,Volk Racing TE37 Saga S-Plus,"18x9.5 +20, 18x10.5 +30",5x120,Diamond Dark Gunmetal,"$3,150.00","Volk Racing TE37 Saga S-Plus18x9.5 +20, 18x10.5 +305x120Diamond Dark Gunmetal",,,,
